"","athlete_name","activity_name","period_id","period_name","start_time","end_time","position_name","day_name","total_distance","total_player_load","baseball_throw_count","baseball_swing_count","baseball_throw_maxpl","baseball_swing_maxpl","dynamic_movement_load","time_length","softball_sprint","throw_pl_per_throw","throw_load_per_throw_scaled","swing_load_per_swing","date","weighted_dist"
"12","Eun, Peiffer","Practice","f0448d25-cd3c-46f0-93dc-cc151da3b17b","Drill 8","1738185672.33","1738186575.31","Field","Wednesday",497.1716,59.68948,39,0,0,0,66.5,15.0496666669846,52.05599,0,9.5048,NA,2025-01-29,252.7983646232
"13","Eun, Peiffer","Practice","f9242680-1846-419e-aa36-f69331b115d3","Drill 9","1742413926.66","1742414407.64","Field","Wednesday",0,19.85508,0,0,0,0,0,8.01633333365123,0,NA,NA,NA,2025-03-19,0
"14","Eun, Peiffer","Practice","922dca72-1806-43e7-8f69-88eb8431d284","Drill 10","1741873075","1741873627","Field","Thursday",387.77063,45.63938,0,0,0,0,61,9.2,0,0,0,NA,2025-03-13,106.727650648186
"15","Eun, Peiffer","Practice","8bf6a10a-c017-4197-96e3-721bfb5eb1af","Drill 11","1740607006.59","1740607352.04","Field","Wednesday",233.20078,71.66714,0,0,0,0,0,5.75750000079473,18.39152,NA,NA,NA,2025-02-26,434.60502181774
"16","Eun, Peiffer","Practice","e1a10805-4953-49af-90d3-1d9aa646350f","Drill 12","1736888340","1736888506","Field","Tuesday",343.64843,0,0,0,0,0,26.5,2.76666666666667,239.9672,NA,NA,NA,2025-01-14,1134.9448930555
"17","Eun, Peiffer","Practice","960f9595-c025-4fa6-8861-f03412c91419","Drill 13","1741874110","1741875542","Field","Thursday",903.60517,0,0,0,0,0,17.5,23.8666666666667,0,59.77092,0,NA,2025-03-13,353.79090109496
"18","Eun, Peiffer","Practice","fca9b9ea-4957-4eef-8cff-e5dadb75a6b6","Drill 13","1738790506.17","1738791112.54","Field","Wednesday",302.26215,12.97254,103,0,0,0,0,10.1061666647593,0,92.9246266666667,0,NA,2025-02-05,124.06789312284
"19","Eun, Peiffer","Practice","7ad39538-f47e-459f-b3c3-a83b75e6891e","Drill 14","1738100780","1738101217","Field","Tuesday",240.76203,0,0,0,0,0,0,7.28333333333333,0,0,47.4497966666667,NA,2025-01-28,45.73594182368
"20","Eun, Peiffer","Practice","d5dcc2d3-881c-4422-b811-5e7c986463f3","Drill 15","1738101294","1738101983","Field","Tuesday",356.33602,0,0,0,65.04514,0,141.5,11.4833333333333,0,19.04514,0,NA,2025-01-28,116.647227016216
"21","Eun, Peiffer","Practice","c4f5e534-f691-46b0-bfd0-04b074c7c96d","Drill 16","1737660262","1737663944","Field","Thursday",97.64917,41.90913,0,20,0,91.06333,236.5,61.3666666666667,0,NA,NA,67.4375419191919,2025-01-23,0
"22","Eun, Peiffer","Practice","59e6e03a-763e-4249-b552-42c603459763","Drill 16","1736794358","1736797861","Field","Monday",343.6273,49.76102,43,65,44.13066,104.58651,1172.5,58.3833333333333,0,54.782665,55.3044416666667,80.0081542194093,2025-01-13,113.828769845448
"23","Eun, Peiffer","Practice","45fba4df-5195-4d6a-b273-d37b74203079","Drill 16","1737488818","1737497373","Field","Tuesday",404.15487,193.26276,0,0,54.22167,65.54451,822,142.583333333333,0,0,0,8.21579965986395,2025-01-21,0
"24","Eun, Peiffer","Practice","3cfbbe91-74a5-483a-bc77-a85cdeb621e0","Drill 16","1740515940","1740524241.28","Field","Tuesday",41.03769,118.49001,0,97,0,124.53056,471.5,138.35466666619,0,0,76.8055333333333,0,2025-02-25,51.147819270685
"25","Eun, Peiffer","Practice","8376d539-fa64-4923-be11-923030d6ca0a","Drill 16","1740511590.46","1740512723.38","Field","Tuesday",0,3.31617,0,88,0,132.0089,714.5,18.8820000012716,0,NA,NA,0,2025-02-25,0
"26","Eun, Peiffer","Practice","bd344afc-266d-44ff-9d6e-9a61521824b2","Drill 17","1742506390.26","1742509866.63","Field","Thursday",150.01029,0,0,85,0,0,211.5,57.9395000020663,0,NA,NA,0,2025-03-20,64.735127
"27","Eun, Peiffer","Practice","6a2eaeb8-de85-4dc4-b420-5602c784b7e0","Drill 18","1737214102.68","1737214613.07","Field","Saturday",254.65657,102.2522,0,0,89.93963,0,110,8.50649999777476,0,0,0,NA,2025-01-18,222.31400726589
"28","Eun, Peiffer","Practice","c9d8f708-232c-4d89-8c2f-15662dad8aa0","Drill 19","1738269598.72","1738270713.69","Field","Thursday",619.14853,42.16565,0,0,0,0,165.5,18.5828333338102,0,0,76.600875,NA,2025-01-30,286.51635945626
"29","Eun, Peiffer","Practice","a4615ee0-075d-4363-8033-40a61b2bf507","Drill 20","1740605787.28","1740606988.83","Field","Wednesday",580.72297,115.62823,0,0,0,0,0,20.0258333325386,0,NA,NA,NA,2025-02-26,227.09904266922
"30","Eun, Peiffer","Practice","fef93e3d-080c-4d7e-a474-32e2852b2c6e","Drill 21","1737580432","1737580783","Field","Wednesday",94.36421,0,0,0,29.38127,0,12.5,5.85,0,0,48.5251763888889,NA,2025-01-22,22.155074
"31","Eun, Peiffer","Practice","eabfc237-064f-4dfb-8e7e-9796cf08454a","Drill 22","1737580786","1737581205","Field","Wednesday",0,89.46846,0,0,61.45483,0,117,6.98333333333333,0,11.690966,0,NA,2025-01-22,0
"32","Eun, Peiffer","Practice","ecb2a3e3-0403-4b75-85aa-b9b12756c369","Drill 23","1737581212","1737581651","Field","Wednesday",196.24304,14.61953,103,0,105.56407,0,0,7.31666666666667,0,0,0,NA,2025-01-22,102.452993008076
"33","Eun, Peiffer","Practice","f83a0c6c-4813-4cc6-b70e-4809edd7d117","Drill 24","1737581654","1737583680","Field","Wednesday",396.63826,42.89958,3,0,57.24209,0,118.5,33.7666666666667,0,6.24209,63.07015,NA,2025-01-22,28.184471882415
"34","Eun, Peiffer","Practice","f5f1c1c0-05ee-416b-b13c-d07dfc2cdc3c","Drill 25","1742502270.74","1742506386.5","Field","Thursday",55.49978,112.55525,0,86,0,39.80835,657,68.5959999998411,0,NA,NA,102.980801470588,2025-03-20,34.496282
"35","Eun, Peiffer","Practice","8ad558fc-9087-4e9e-9c72-f8416e6b852e","Drill 26","1738185149.14","1738185587.72","Field","Wednesday",366.90923,102.11004,0,0,31.52784,0,246.5,7.3096666653951,0,16.705568,19.8426133333333,NA,2025-01-29,104.79773975678
"36","Eun, Peiffer","Practice","b8e9ee2a-5bd3-41a3-913f-392d8b82ba58","Drill 26","1742239845.2","1742240491.65","Field","Monday",318.95292,0,0,0,1.50651,0,39,10.7741666674614,0,64.1688366666667,72.6147277777778,NA,2025-03-17,43.679727846157
"37","Eun, Peiffer","Practice","15a803bc-530d-4f6a-8f2f-ee3e20bb3299","Drill 27","1742240493.23","1742241384.17","Field","Monday",327.29906,121.93405,6,0,108.2801,0,183,14.8490000009537,0,0,21.8089,NA,2025-03-17,0
"38","Eun, Peiffer","Practice","b111f0c1-5cc9-4e2a-8585-b12e634e38f6","Drill 28","1742934529.95","1742936176.38","Field","Tuesday",728.78602,26.60741,98,0,103.25594,0,153.5,27.4405000011126,0,42.4170626666667,99.3617711111111,NA,2025-03-25,149.54595416964
"39","Eun, Peiffer","Practice","f667f655-092f-4750-a001-2cd590902a0b","Drill 29","1737062651.55","1737063150","Field","Thursday",446.40601,101.3009,25,0,36.40273,0,192,8.30750000079473,0,0,0,NA,2025-01-16,98.38038884856
"40","Eun, Peiffer","Practice","259777a4-80b7-4456-b956-9d576481f620","Drill 30","1737213188.5","1737213697.68","Field","Saturday",444.5896,0,0,0,0,0,0,8.48633333444595,0,NA,NA,NA,2025-01-18,451.55585969271
"41","Eun, Peiffer","Practice","8db474dd-9899-4c07-bdc6-6e1f0adaa7fc","Drill 31","1736895758","1736896440","Field","Tuesday",403.32888,31.67973,108,0,0,0,36,11.3666666666667,0,0,0,NA,2025-01-14,172.24532506156
"42","Eun, Peiffer","Practice","fe929d4c-9dd6-4492-92c6-d3c002d22a31","Drill 32","1738100199","1738100773","Field","Tuesday",697.16928,0,96,0,18.81842,0,53,9.56666666666667,0,0,0,NA,2025-01-28,912.34740426326
"43","Eun, Peiffer","Practice","c8c7e606-0581-4001-93da-8113d961dfae","Drill 33","1738184455.67","1738185111.74","Field","Wednesday",150.48472,94.69927,0,0,0,0,22.5,10.9344999988874,0,NA,NA,NA,2025-01-29,206.30686275777
"44","Eun, Peiffer","Practice","0bc53014-3645-403b-a8bd-1eb4fccde3d1","Drill 34","1739312792.37","1739314467.18","Field","Tuesday",87.82678,159.79132,0,0,0,0,141,27.91350000302,0,0,0,NA,2025-02-11,102.046807
"45","Eun, Peiffer","Practice","ff1613f9-c073-497e-88ba-b7187f086a3c","Drill 34","1741873647","1741874091","Field","Thursday",269.19547,59.15175,0,0,0,0,63.5,7.4,0,NA,NA,NA,2025-03-13,10.097198052029
"46","Eun, Peiffer","Practice","b9103038-417a-4e92-99a5-16353f15efb7","Drill 34","1738704612.67","1738704848.02","Field","Tuesday",150.99058,0,72,0,96.12679,0,70.5,3.92249999841054,0,0,13.70893,NA,2025-02-04,99.71435658319
"47","Eun, Peiffer","Practice","ee84fafc-4f38-478c-9023-d1d0df750a7b","Drill 35","1738190669.97","1738192915.93","Field","Wednesday",276.62915,0,0,20,0,142.53909,327,37.4326666673024,0,NA,NA,65.0342171296296,2025-01-29,33.51851883846
"48","Eun, Peiffer","Practice","5d0aff5f-9da0-4dd6-b5b2-c68506ec2775","Drill 36","1737068856.5","1737070205.46","Field","Thursday",52.57937,94.65839,0,0,0,53.2495,129,22.4826666673024,0,NA,NA,53.4721666666667,2025-01-16,91.77242555401
"49","Eun, Peiffer","Practice","32ea4b21-c7df-47d0-b4f8-5c0bec2f8f97","Drill 36","1738188277.81","1738190587.62","Field","Wednesday",138.69877,69.07772,0,0,0,4.9602,173.5,38.4968333323797,0,NA,NA,0,2025-01-29,13.22041534897
"50","Eun, Peiffer","Practice","263e5a02-00bc-4816-98c5-123bba8c3e07","Drill 36","1738709730.69","1738710560.63","Field","Tuesday",10.03218,33.90838,0,37,0,0,448.5,13.832333334287,0,NA,NA,94.881615,2025-02-04,0
"51","Eun, Peiffer","Practice","da293972-458a-49c0-9492-ddb59bf3d963","Drill 36","1738706632.86","1738707965.72","Field","Tuesday",34.99114,45.95424,0,30,0,31.43329,0,22.2143333355586,0,NA,NA,43.8981361111111,2025-02-04,0
"52","Eun, Peiffer","Practice","a324e8a8-f452-4eb0-8f92-bf9b596a9a94","Drill 37","1738791136.04","1738791994.53","Field","Wednesday",555.00619,12.84809,56,0,39.79179,0,149.5,14.3081666668256,0,23.4652983333333,45.4421638888889,NA,2025-02-05,98.77147455554
"53","Eun, Peiffer","Practice","165fa43f-27db-47a0-97f4-a1cb380ba4b4","Drill 38","1738797545.82","1738798202.8","Field","Wednesday",423.69766,0,0,0,0,0,157,10.9496666669846,46.41732,0,48.1932555555556,NA,2025-02-05,72.74999162172
"54","Eun, Peiffer","Practice","47e31d05-e6e2-417a-8365-cc7075a9e5d7","Drill 38","1738793805.21","1738794461.69","Field","Wednesday",347.29176,54.33459,0,0,0,0,79.5,10.9413333336512,0,0,76.3574,NA,2025-02-05,130.70346471234
"55","Eun, Peiffer","Practice","df1879c5-a112-41f0-a731-0a3969c69f11","Drill 38","1738795560.26","1738796053.74","Field","Wednesday",346.54173,0,47,0,0,0,107,8.22466666698456,0,0,0,NA,2025-02-05,140.97448117052
"56","Eun, Peiffer","Practice","17f62eb0-e421-4c96-8733-962d6d62a958","Drill 39","1738707969.23","1738709712.5","Field","Tuesday",239.19167,0,0,0,0,0,234.5,29.0544999996821,0,NA,NA,32.2314958333333,2025-02-04,0
"57","Eun, Peiffer","Practice","9c48b203-4ec9-4187-82a1-ceeb3448ea99","Drill 39","1738710563.88","1738711488.82","Field","Tuesday",139.13296,23.15262,0,0,0,108.92005,10.5,15.4156666636467,0,NA,NA,76.3166770833333,2025-02-04,104.589771428768
"58","Eun, Peiffer","Practice","fe882516-acf9-4a71-bb2b-7ed5498d7866","Drill 40","1737066188.81","1737068853.59","Field","Thursday",682.80699,52.80505,96,7,60.92243,66.70138,0,44.4129999995232,16.74016,77.92243,0,0,2025-01-16,307.95273703746
"59","Eun, Peiffer","Practice","0d685c67-d7f1-4567-adf5-b35ec08e85e1","Drill 41","1741875693","1741878217","Field","Thursday",922.05498,109.75723,0,0,0,100.96887,265,42.0666666666667,0,NA,NA,0,2025-03-13,87.92633324837
"60","Eun, Peiffer","Practice","7025c57a-4b9c-486c-9ad8-1e2a29d22b68","Drill 41","1742244099.23","1742246160.24","Field","Monday",607.30854,0,0,125,0,96.81817,336,34.3501666665077,0,NA,NA,18.1221297979798,2025-03-17,172.918449152873
"61","Eun, Peiffer","Practice","8a584d66-b31e-4410-bc52-056510eeec2d","Drill 42","1738104550","1738106960","Field","Tuesday",561.91789,111.37229,0,0,0,0,287,40.1666666666667,0,NA,NA,59.0862324561404,2025-01-28,89.40041660645
"62","Eun, Peiffer","Practice","cdb7256e-d0a5-4edb-879a-4ca96ff978bb","Drill 43","1736890380","1736892698","Field","Tuesday",0,90.35661,34,0,9.63228,0,333,38.6333333333333,0,0,0,0,2025-01-14,0
"63","Eun, Peiffer","Practice","941ef651-4db5-44b5-b1b8-55a9e4769b3c","Drill 43","1738102039","1738104539","Field","Tuesday",106.8769,28.21988,97,0,3.55396,0,411,41.6666666666667,0,30.55396,42.9232666666667,78.775628,2025-01-28,54.162876606065
"64","Eun, Peiffer","Practice","ea26f64e-8f21-43bf-8b45-86ff5e59fa83","Drill 43","1740607602.36","1740609598.2","Field","Wednesday",0,17.39223,0,77,0,71.63344,429.5,33.2640000025431,0,NA,NA,0,2025-02-26,0
"65","Eun, Peiffer","Practice","149473b3-88bf-43cb-bc3f-44d6251a4301","Drill 43","1741878221","1741879602","Field","Thursday",72.99654,0,0,3,0,54.16427,276.5,23.0166666666667,0,NA,NA,102.13435,2025-03-13,35.299213
"66","Eun, Peiffer","Practice","9ae46ac6-2161-4f44-af4d-d573d71d939f","Drill 43","1742246169.44","1742247831.67","Field","Monday",89.43683,16.86073,0,19,0,146.62415,318.5,27.7038333336512,0,28.87015,62.45025,84.1919136904762,2025-03-17,135.159549272638
"67","Eun, Peiffer","Practice","eeb54978-d91f-47a9-834f-cef9c803d051","Drill 44","1738792001.53","1738792586.02","Field","Wednesday",145.02192,89.00621,0,0,0,2.6098,99,9.74150000015895,0,NA,NA,15.14025,2025-02-05,64.146762
"68","Eun, Peiffer","Practice","e710e41c-d841-4fba-9dc6-c564a3f0eb54","Drill 45","1738273135.12","1738274028.39","Field","Thursday",570.22115,0,70,0,46.24618,0,83.5,14.8878333369891,0,0,0,NA,2025-01-30,267.37508235973
"69","Eun, Peiffer","Practice","090122a6-2c5a-4060-819a-2df3e45b804a","Drill 46","1738274075.31","1738274832.85","Field","Thursday",83.8587,0,0,54,0,0,184.5,12.6256666660309,0,NA,NA,37.9539708333333,2025-01-30,0
"70","Eun, Peiffer","Practice","07d14f8d-c22b-416a-91e8-67913487ad0d","Drill 47","1738796074.22","1738796781.55","Field","Wednesday",413.94293,33.16699,0,2,0,0,119,11.7888333320618,0,NA,NA,15.18131,2025-02-05,297.3766845959
"71","Eun, Peiffer","Practice","0cc95e56-c4e0-48b3-acbb-adc8a2f529a0","Drill 47","1738794483.59","1738794868.99","Field","Wednesday",233.28453,97.66415,0,8,0,54.1885,4,6.42333333492279,1.79178,NA,NA,4.14011904761905,2025-02-05,167.94673409268
"72","Eun, Peiffer","Practice","c7c3ea2e-1b0e-411c-876a-f10edae3329a","Drill 48","1736892792","1736895652","Field","Tuesday",792.46874,165.7975,5,0,0,79.07196,95,47.6666666666667,0,0,0,69.4609476190476,2025-01-14,185.46028971673
"73","Eun, Peiffer","Practice","8bf7b5ed-da34-4522-892e-d7f721c2fee3","Drill 49","1739397557.47","1739398636.83","Field","Wednesday",0,67.48761,0,0,0,0,619,17.9893333315849,0,NA,NA,24.9495291666667,2025-02-12,0
"74","Eun, Peiffer","Practice","f57d54d6-7367-4ffa-b9e4-2021191e83c3","Drill 50","1740609604.91","1740611009.81","Field","Wednesday",440.9296,90.53257,0,51,0,43.2526,197,23.4149999976158,0,NA,NA,0,2025-02-26,234.23791935779
"75","Eun, Peiffer","Practice","6894a294-b7e2-42aa-b16b-cc6282791b5b","Drill 51","1738792599.8","1738793421.38","Field","Wednesday",447.99727,72.76213,0,0,36.52038,0,255.5,13.6930000027021,0,44.77458,0,NA,2025-02-05,199.10275823756
"76","Eun, Peiffer","Practice","032ec3f0-ed87-4973-9032-ce46180ec358","Drill 52","1738796833.44","1738797420.53","Field","Wednesday",86.79797,0,0,0,0,0,1,9.78483333190282,0,95.50982,0,NA,2025-02-05,0
"77","Eun, Peiffer","Practice","6963636d-0725-47ed-9657-cdfc4901bba9","Drill 52","1738794899.48","1738795523.94","Field","Wednesday",154.16364,10.43813,0,0,28.6893,0,88,10.4076666673024,0,0,64.1488333333333,NA,2025-02-05,110.616459479731
"78","Eun, Peiffer","Practice","8fbc4afe-ed6d-4f03-8d60-a91fe442d206","Drill 53","1738099404","1738100166","Field","Tuesday",382.79079,92.94765,0,0,0,0,245,12.7,0,NA,NA,NA,2025-01-28,86.8667191653
"79","Eun, Peiffer","Practice","22d5990a-cbb5-49e4-aa21-5189afdd9a8d","Drill 53","1738618466.01","1738619024.47","Field","Monday",522.50767,106.62299,0,0,106.67306,0,92.5,9.30766666730245,0,86.1115373333333,0,NA,2025-02-03,157.34117706063
"80","Eun, Peiffer","Game vs University of Virginia","b2f707ba-6d16-45ee-8898-7bef8a12c1ce","Drill 54","1741388340","1741395915","Field","Friday",2432.40212,198.49857,0,0,73.12083,0,278,126.25,155.82065,0,0,33.4733233333333,2025-03-07,938.04851045414
"81","Eun, Peiffer","Game vs Purdue University","86665104-2665-4710-95c4-0db641b4a046","Drill 54","1741456740","1741465142","Field","Saturday",2410.64278,208.89067,60,104,0,0,597.5,140.033333333333,44.86396,55.8851236363636,84.4752060606061,41.6916375,2025-03-08,867.62308873961
"82","Eun, Peiffer","Game vs University of Iowa","5b9e6bdd-c81e-4b53-b1b5-3d76843ef079","Drill 54","1741536000","1741542916","Field","Sunday",2358.39687,146.31842,0,72,96.57674,71.92572,334.5,115.266666666667,0,0,0,18.5802205128205,2025-03-09,797.48732281899
"83","Eun, Peiffer","Game vs Princeton University","c126fb11-b55a-4d54-b439-63d9bbc06d88","Drill 54","1740245400","1740252660","Field","Saturday",2265.0852,158.02773,58,0,0,76.88076,364,121,0,0,15.4248794117647,0,2025-02-22,808.65902350162
"84","Eun, Peiffer","Game vs Harvard University","bade5aa0-bd73-4185-b495-1f638ec75511","Drill 54","1739664003","1739678400","Field","Saturday",1826.27671,207.73285,76,91,0,0,259.5,239.95,0,89.7264888888889,0,0,2025-02-15,390.41690470649
"85","Eun, Peiffer","Game vs University of Texas","83dc89e6-8695-4d2f-a484-b312a7f7acb1","Drill 54","1739556000","1739565208","Field","Friday",3371.35716,222.67999,65,0,76.85894,77.1995,66,153.466666666667,85.71172,0,0,20.3610416666667,2025-02-14,798.72294501022
"86","Eun, Peiffer","Game vs University of North Carolina","521bb003-5e02-4717-90ae-58787d7994ce","Drill 54","1739570400","1739583543","Field","Friday",4935.09712,372.63535,0,81,0,257.41567,911,219.05,0,0,0,8.41890833333333,2025-02-14,1130.9060191375
"87","Eun, Peiffer","Game vs University of Georgia","ef1dadde-e530-487d-902c-7cd7a5c155ff","Drill 54","1739743200","1739750955","Field","Sunday",2600.35376,252.89308,20,0,0,0,289,129.25,161.34558,59.84239,61.4039833333333,25.6973596153846,2025-02-16,1244.0706260693
"88","Eun, Peiffer","Game vs Indiana University","bf398123-73d1-4067-a452-cd332e807a84","Drill 54","1740181280","1740190200","Field","Friday",2441.86091,229.98631,0,0,12.94424,50.46638,204,148.666666666667,0,38.8068685714286,2.34478095238095,0,2025-02-21,811.24738176822
"89","Eun, Peiffer","Game vs University of Florida","8904bca3-9ee6-4951-aeac-0a8bd8565623","Drill 54","1739998800","1740005601","Field","Wednesday",2229.62123,207.38196,21,10,70.99637,60.16981,399,113.35,46.47944,37.8664246666667,72.4440411111111,0,2025-02-19,989.02599903942
"90","Eun, Peiffer","Game vs University of Alabama","75b26b59-e145-4283-b50e-2bb10454c905","Drill 54","1740254400","1740261600","Field","Saturday",2429.44881,175.54819,0,46,42.3698,87.95213,330.5,120,22.51312,0,43.4760724637681,0,2025-02-22,818.62898391025
"91","Eun, Peiffer","Game vs Princeton University","e46f9bfc-362c-4d47-8445-d1678f5c5fa6","Drill 54","1739655000","1739661726","Field","Saturday",394.4385,152.05413,0,47,0,103.3122,0,112.1,0,NA,NA,54.398375,2025-02-15,8.187294590436
"92","Eun, Peiffer","Game vs University of Tennessee","5ebec49f-9c65-42c4-862a-9880edfbc33f","Drill 54","1741730400","1741737515","Field","Tuesday",1903.27448,200.1299,0,0,104.47364,0,232,118.583333333333,0,3.80320173913043,0,0,2025-03-11,226.57543349011
"93","Eun, Peiffer","Game vs University of Illinois Urbana-Champaign","c253ebf5-709a-4d40-bc64-8f2de89444ac","Drill 54","1740330000","1740337973","Field","Sunday",2235.48091,177.74974,0,51,0,54.47145,83.5,132.883333333333,51.79572,7.86869375,0,0,2025-02-23,369.06136628082
"94","Eun, Peiffer","Practice","7a576ffe-b1f9-4f2b-9160-694baa0f1928","Drill 55","1737146533","1737149120","Field","Friday",123.41341,275.9791,0,179,0,228.92614,1267.5,43.1166666666667,0,NA,NA,0,2025-01-17,0
"95","Eun, Peiffer","Game vs University of Oregon","fc21d261-aca7-4712-a14c-22da9c770d5d","I1","1742594552.04","1742595141.73","Field","Friday",178.26666,104.22483,56,0,0,0,0,9.82816666762034,0,79.69112,0,NA,2025-03-21,89.498255924103
"96","Eun, Peiffer","Game vs University of Illinois Urbana-Champaign","5ff1cc00-bf6f-493c-927c-84671811ae6a","I1","1742328119.68","1742328449.93","Field","Tuesday",153.714,0,0,0,0,0,0,5.50416666666667,0,NA,NA,NA,2025-03-18,65.539960785234
"97","Eun, Peiffer","Game vs Columbia University","e1fdd3dd-588f-4e1b-abd1-edd7a40f2073","I1","1740783761.01","1740784024.29","Field","Friday",193.31757,107.86636,0,0,0,0,85.5,4.38799999952316,0,NA,NA,NA,2025-02-28,0
"98","Eun, Peiffer","Game vs Pennsylvania State University","9625a253-46a9-44a1-97ae-0feec24fa2c8","I1","1741982513.23","1741982784.48","Field","Friday",20.79822,39.20945,0,0,0,0,56,4.52083333333333,0,NA,NA,NA,2025-03-14,0
"99","Eun, Peiffer","Game vs Pennsylvania State University","7ce4edcf-8afc-4ff9-b4f3-ca5fcfbb1858","I1","1742662903.68","1742663215.44","Field","Saturday",227.10204,0,0,0,28.93532,0,105,5.19599999984105,85.46938,0,0,NA,2025-03-22,84.575439017225
"100","Eun, Peiffer","Game vs Duke University","7d60af3c-bd98-4606-b8c4-0bc804f227a7","I1","1742338409.22","1742338889.07","Field","Tuesday",156.04461,43.03588,83,0,64.54433,0,88.5,7.99749999841054,0,34.54433,86.9072166666667,NA,2025-03-18,68.537494008602
"101","Eun, Peiffer","Game vs University of Georgia","4f309204-855e-46c1-a9d6-99b363b1c7e5","I1","1740852100.58","1740852555.1","Field","Saturday",92.01118,107.43588,0,0,0,0,3,7.57533333301544,0,NA,NA,NA,2025-03-01,94.175512307089
"102","Eun, Peiffer","Game vs University of Southern California","e8865ff5-3165-413d-a42b-7b3671497b38","I1","1741993717.9","1741993916.28","Field","Friday",125.79002,0,0,0,0,0,0,3.30633333126704,0,NA,NA,NA,2025-03-14,49.984600214082
"103","Eun, Peiffer","Game vs University of Delaware","3675da23-aa7d-4b88-9400-6d519aacd222","I1","1742745736.1","1742746048.14","Field","Sunday",122.78785,0,0,0,0,0,25.5,5.20066667000453,0,NA,NA,NA,2025-03-23,25.102055950081
"104","Eun, Peiffer","Game vs University of Oklahoma","46ba19d0-db5f-4aee-b5ba-07332bcf1ed0","I1","1740934878.77","1740935061.06","Field","Sunday",161.24457,97.60286,0,0,29.79883,0,0,3.03816666603088,0,0,36.3313833333333,NA,2025-03-02,5.625326891424
"105","Eun, Peiffer","Game vs University of Texas","91ceeef3-94f4-4bde-be07-4fdf83f0b5f5","I1","1740935171.5","1740936317.79","Field","Sunday",133.00808,0,0,94,0,99.66853,0,19.1048333326975,0,NA,NA,53.6118875,2025-03-02,0
